GEOID,locality,estimate,moe,total_pop,percent,year,label
51540,"Charlottesville city, Virginia",918,226,44505,2.06,2014,Not Hispanic or Latino: Two or more races
51540,"Charlottesville city, Virginia",2193,NA,44505,4.93,2014,Hispanic or Latino
51540,"Charlottesville city, Virginia",29043,23,43663,66.52,2013,Not Hispanic or Latino: White alone
51540,"Charlottesville city, Virginia",8502,173,43663,19.47,2013,Not Hispanic or Latino: Black or African American alone
51540,"Charlottesville city, Virginia",103,50,43663,0.24,2013,Not Hispanic or Latino: American Indian and Alaska Native alone
51540,"Charlottesville city, Virginia",2933,140,43663,6.72,2013,Not Hispanic or Latino: Asian alone
51540,"Charlottesville city, Virginia",37,44,43663,0.08,2013,Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone
51540,"Charlottesville city, Virginia",21,25,43663,0.05,2013,Not Hispanic or Latino: Some other race alone
51540,"Charlottesville city, Virginia",847,234,43663,1.94,2013,Not Hispanic or Latino: Two or more races
51540,"Charlottesville city, Virginia",2177,NA,43663,4.99,2013,Hispanic or Latino
51540,"Charlottesville city, Virginia",28701,32,43223,66.4,2012,Not Hispanic or Latino: White alone
51540,"Charlottesville city, Virginia",8511,281,43223,19.69,2012,Not Hispanic or Latino: Black or African American alone
51540,"Charlottesville city, Virginia",92,53,43223,0.21,2012,Not Hispanic or Latino: American Indian and Alaska Native alone
51540,"Charlottesville city, Virginia",2810,110,43223,6.5,2012,Not Hispanic or Latino: Asian alone
51540,"Charlottesville city, Virginia",27,34,43223,0.06,2012,Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone
51540,"Charlottesville city, Virginia",15,22,43223,0.03,2012,Not Hispanic or Latino: Some other race alone
51540,"Charlottesville city, Virginia",933,295,43223,2.16,2012,Not Hispanic or Latino: Two or more races
51540,"Charlottesville city, Virginia",2134,NA,43223,4.94,2012,Hispanic or Latino
