state,puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
State code,PUMA (2012),PUMA (2022),State abbr.,PUMA12 name,PUMA22 name,Total population (2020 Census),puma12-to-puma22 allocation factor,puma22-to-puma12 allocation factor
39,1200,900,OH,Geauga & Lake (South) Counties,Ashtabula & Geauga Counties,95397,0.81,0.4944
39,1300,900,OH,Ashtabula County,Ashtabula & Geauga Counties,97574,1,0.5056
39,1400,1001,OH,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,128763,0.9972,0.9926
39,1400,1002,OH,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,Trumbull County (South Central)--Warren & Niles Cities,6,0,0.0001
39,1400,1100,OH,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,Portage County,29,0.0002,0.0002
39,1400,2703,OH,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,Stark County (East) & Carroll County--Aliance City,175,0.0014,0.0014
39,1400,2800,OH,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,Columbiana & Jefferson Counties,149,0.0012,0.0009
39,1500,1001,OH,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,166,0.0009,0.0013
39,1500,1002,OH,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",Trumbull County (South Central)--Warren & Niles Cities,126,0.0007,0.0011
39,1500,1003,OH,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown","Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",188113,0.9984,1
39,1600,1001,OH,Trumbull County (South Central)--Warren & Niles Cities,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,681,0.006,0.0052
39,1600,1002,OH,Trumbull County (South Central)--Warren & Niles Cities,Trumbull County (South Central)--Warren & Niles Cities,112626,0.994,0.9988
39,1700,1001,OH,Portage County,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,9,0.0001,0.0001
39,1700,1100,OH,Portage County,Portage County,161762,0.9999,0.9998
39,1801,1201,OH,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities","Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",120557,0.9914,1
39,1801,1202,OH,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities","Summit County (East Central)--Cuyahoga Falls, Stow & Tallmadge Cities",881,0.0072,0.0079
39,1801,1203,OH,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",Summit County (Central)--Akron City,170,0.0014,0.0009
39,1802,1202,OH,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities","Summit County (East Central)--Cuyahoga Falls, Stow & Tallmadge Cities",96663,0.8894,0.8638
39,1802,1204,OH,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities","Summit County (South)--Green, Barberton & New Franklin Cities",12021,0.1106,0.1042
39,1803,1202,OH,Summit County (Central)--Akron City (East),"Summit County (East Central)--Cuyahoga Falls, Stow & Tallmadge Cities",206,0.002,0.0018
39,1803,1203,OH,Summit County (Central)--Akron City (East),Summit County (Central)--Akron City,101452,0.998,0.5268
39,1804,1202,OH,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,"Summit County (East Central)--Cuyahoga Falls, Stow & Tallmadge Cities",14158,0.1346,0.1265
39,1804,1203,OH,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,Summit County (Central)--Akron City,90933,0.8642,0.4722
39,1804,1204,OH,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,"Summit County (South)--Green, Barberton & New Franklin Cities",132,0.0013,0.0011
39,1805,1203,OH,"Summit County (South)--Barberton, Green & New Franklin Cities",Summit County (Central)--Akron City,15,0.0001,0.0001
39,1805,1204,OH,"Summit County (South)--Barberton, Green & New Franklin Cities","Summit County (South)--Green, Barberton & New Franklin Cities",103216,0.9999,0.8945
39,1900,1300,OH,Medina County,Medina County,182361,1,0.9994
39,2000,1204,OH,Wayne County,"Summit County (South)--Green, Barberton & New Franklin Cities",24,0.0002,0.0002
39,2000,1300,OH,Wayne County,Medina County,109,0.0009,0.0006
39,2000,1400,OH,Wayne County,Wayne County,116894,0.9987,1
39,2000,1500,OH,Wayne County,"Ashland, Holmes & Coshocton Counties",19,0.0002,0.0001
39,2100,500,OH,Huron & Ashland Counties,Erie & Huron Counties,58448,0.5271,0.4356
39,2100,1500,OH,Huron & Ashland Counties,"Ashland, Holmes & Coshocton Counties",52435,0.4729,0.3934
39,2200,1600,OH,Richland County,Richland County,124936,1,1
39,2300,1700,OH,"Seneca, Crawford & Wyandot Counties","Seneca, Wyandot & Crawford Counties",118994,1,1
39,2400,200,OH,Hancock & Putnam Counties,"Fulton, Putnam & Henry Counties",34451,0.315,0.3286
39,2400,1900,OH,Hancock & Putnam Counties,Hancock & Hardin Counties,74920,0.685,0.7094
39,2500,2000,OH,Allen County,Allen County,102206,1,1
39,2600,100,OH,"Auglaize, Mercer & Van Wert Counties","Mercer, Defiance, Williams, Van Wert & Paulding Counties",71459,0.6062,0.4314
39,2600,2100,OH,"Auglaize, Mercer & Van Wert Counties","Auglaize, Logan & Champaign Counties",46422,0.3938,0.3536
39,2700,1900,OH,"Logan, Champaign & Hardin Counties",Hancock & Hardin Counties,30696,0.2656,0.2906
39,2700,2100,OH,"Logan, Champaign & Hardin Counties","Auglaize, Logan & Champaign Counties",84864,0.7344,0.6464
39,2800,2600,OH,"Marion, Knox & Morrow Counties","Marion, Knox & Morrow Counties",162912,0.9998,0.9993
39,2800,3200,OH,"Marion, Knox & Morrow Counties",Licking County,33,0.0002,0.0002
39,2900,1500,OH,"Holmes, Guernsey & Coshocton Counties","Ashland, Holmes & Coshocton Counties",80802,0.6773,0.6062
39,2900,2900,OH,"Holmes, Guernsey & Coshocton Counties",Tuscarawas & Harrison Counties,63,0.0005,0.0006
39,2900,3000,OH,"Holmes, Guernsey & Coshocton Counties","Belmont, Guernsey, Noble & Monroe Counties",38438,0.3222,0.2902
39,3000,2900,OH,Tuscarawas & Harrison Counties,Tuscarawas & Harrison Counties,107683,1,0.9994
39,3100,1500,OH,Stark County (West)--Massillon City,"Ashland, Holmes & Coshocton Counties",2,0,0
39,3100,2701,OH,Stark County (West)--Massillon City,Stark County (West)--Massillon City,141087,1,1
39,3200,2702,OH,Stark County (Central)--Canton & North Canton Cities,Stark County (Central)--Canton & North Canton Cities,136231,1,1
39,3300,2703,OH,Stark County (East) & Carroll County--Alliance City,Stark County (East) & Carroll County--Aliance City,124081,1,0.9986
39,3400,1001,OH,Columbiana County,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,101,0.001,0.0008
39,3400,2800,OH,Columbiana County,Columbiana & Jefferson Counties,101728,0.999,0.6087
39,3500,2800,OH,Belmont & Jefferson Counties,Columbiana & Jefferson Counties,65249,0.4953,0.3904
39,3500,3000,OH,Belmont & Jefferson Counties,"Belmont, Guernsey, Noble & Monroe Counties",66497,0.5047,0.5021
39,3600,3000,OH,"Washington, Morgan, Noble & Monroe Counties","Belmont, Guernsey, Noble & Monroe Counties",27500,0.2721,0.2076
39,3600,3100,OH,"Washington, Morgan, Noble & Monroe Counties","Muskingum, Perry & Morgan Counties",13802,0.1366,0.1018
39,3600,4200,OH,"Washington, Morgan, Noble & Monroe Counties","Athens, Washington & Meigs Counties",59771,0.5914,0.4139
39,3700,3100,OH,Muskingum & Perry Counties,"Muskingum, Perry & Morgan Counties",121771,1,0.8979
39,3800,2600,OH,Licking County,"Marion, Knox & Morrow Counties",118,0.0007,0.0007
39,3800,3100,OH,Licking County,"Muskingum, Perry & Morgan Counties",47,0.0003,0.0003
39,3800,3200,OH,Licking County,Licking County,178534,0.9952,0.9991
39,3800,3401,OH,Licking County,"Columbus (Far Northeast), Gahanna & New Albany Cities",705,0.0039,0.0058
39,3900,3500,OH,Fairfield County,Fairfield County,158921,1,0.9999
39,4000,3301,OH,Delaware County,Delaware County (North),100545,0.4696,1
39,4000,3302,OH,Delaware County,Delaware County (South),113579,0.5304,1
39,4101,3200,OH,"Columbus (Far Northeast), Gahanna & New Albany Cities",Licking County,123,0.0009,0.0007
39,4101,3401,OH,"Columbus (Far Northeast), Gahanna & New Albany Cities","Columbus (Far Northeast), Gahanna & New Albany Cities",120048,0.9255,0.9942
39,4101,3402,OH,"Columbus (Far Northeast), Gahanna & New Albany Cities",Columbus (North) & Westerville Cities,9503,0.0733,0.0765
39,4101,3407,OH,"Columbus (Far Northeast), Gahanna & New Albany Cities",Columbus City (Northeast),36,0.0003,0.0003
39,4102,3402,OH,"Columbus (North), Westerville & Worthington Cities",Columbus (North) & Westerville Cities,67375,0.6211,0.5421
39,4102,3403,OH,"Columbus (North), Westerville & Worthington Cities",Columbus (North) & Worthington Cities,36462,0.3361,0.3279
39,4102,3404,OH,"Columbus (North), Westerville & Worthington Cities",Columbus (Far Northwest) & Dublin Cities,4644,0.0428,0.0402
39,4103,3403,OH,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities",Columbus (North) & Worthington Cities,14190,0.1126,0.1276
39,4103,3404,OH,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities",Columbus (Far Northwest) & Dublin Cities,95416,0.7571,0.8265
39,4103,3405,OH,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities","Columbus (Far West), Hilliard & Upper Arlington Cities",16424,0.1303,0.1248
39,4104,3403,OH,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities",Columbus (North) & Worthington Cities,27940,0.2419,0.2513
39,4104,3404,OH,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities",Columbus (Far Northwest) & Dublin Cities,15382,0.1331,0.1332
39,4104,3405,OH,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities","Columbus (Far West), Hilliard & Upper Arlington Cities",54947,0.4756,0.4177
39,4104,3406,OH,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities",Columbus (Central) & Grandview Heights Cities,17244,0.1493,0.1574
39,4104,3410,OH,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities",Columbus City (West),12,0.0001,0.0001
39,4105,3403,OH,Columbus City (Central),Columbus (North) & Worthington Cities,32601,0.2569,0.2932
39,4105,3406,OH,Columbus City (Central),Columbus (Central) & Grandview Heights Cities,91239,0.7191,0.8325
39,4105,3407,OH,Columbus City (Central),Columbus City (Northeast),471,0.0037,0.0044
39,4105,3409,OH,Columbus City (Central),"Columbus (Southeast), Canal Winchester & Groveport Cities",2574,0.0203,0.0159
39,4106,3402,OH,Columbus City (Northeast),Columbus (North) & Westerville Cities,47411,0.3323,0.3815
39,4106,3407,OH,Columbus City (Northeast),Columbus City (Northeast),95263,0.6677,0.8905
39,4107,3407,OH,"Columbus (East), Whitehall & Bexley Cities",Columbus City (Northeast),11208,0.1041,0.1048
39,4107,3408,OH,"Columbus (East), Whitehall & Bexley Cities","Columbus (East), Reynoldsburg, Whitehall & Bexley Cities",64007,0.5946,0.4975
39,4107,3409,OH,"Columbus (East), Whitehall & Bexley Cities","Columbus (Southeast), Canal Winchester & Groveport Cities",32436,0.3013,0.2003
39,4108,3408,OH,Columbus (Southeast) & Reynoldsburg Cities,"Columbus (East), Reynoldsburg, Whitehall & Bexley Cities",64646,0.5095,0.5025
39,4108,3409,OH,Columbus (Southeast) & Reynoldsburg Cities,"Columbus (Southeast), Canal Winchester & Groveport Cities",62240,0.4905,0.3844
39,4109,3409,OH,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village","Columbus (Southeast), Canal Winchester & Groveport Cities",64662,0.5668,0.3994
39,4109,3411,OH,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village",Columbus (Southwest) & Grove City Cities,49406,0.4331,0.466
39,4109,3500,OH,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village",Fairfield County,18,0.0002,0.0001
39,4110,3405,OH,Columbus City (West),"Columbus (Far West), Hilliard & Upper Arlington Cities",3258,0.0293,0.0248
39,4110,3406,OH,Columbus City (West),Columbus (Central) & Grandview Heights Cities,1107,0.01,0.0101
39,4110,3410,OH,Columbus City (West),Columbus City (West),106667,0.9607,0.9947
39,4111,3405,OH,Columbus (Far West) & Hilliard (South) Cities,"Columbus (Far West), Hilliard & Upper Arlington Cities",56926,0.4989,0.4327
39,4111,3410,OH,Columbus (Far West) & Hilliard (South) Cities,Columbus City (West),558,0.0049,0.0052
39,4111,3411,OH,Columbus (Far West) & Hilliard (South) Cities,Columbus (Southwest) & Grove City Cities,56610,0.4962,0.534
39,4200,2500,OH,"Pickaway, Union & Madison Counties","Union, Pickaway & Madison Counties",165147,1,1
39,4300,2400,OH,Clark County,Clark County,136001,1,1
39,4400,2300,OH,Miami County,Miami County,108774,1,1
39,4500,2200,OH,"Darke, Shelby & Preble Counties","Darke, Shelby & Preble Counties",141110,0.9992,1
39,4500,3702,OH,"Darke, Shelby & Preble Counties",Montgomery County (West)--Miamisburg & West Carrollton Cities,107,0.0008,0.001
39,4601,3702,OH,Montgomery County (West)--Miamisburg & West Carrollton Cities,Montgomery County (West)--Miamisburg & West Carrollton Cities,109117,1,0.999
39,4602,3600,OH,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",Greene County,54,0.0004,0.0003
39,4602,3701,OH,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities","Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",129251,0.9996,1
39,4603,3703,OH,Montgomery County (East Central)--Dayton & Riverside Cities,Montgomery County (East Central)--Dayton & Riverside Cities,166954,0.9997,1
39,4603,3704,OH,Montgomery County (East Central)--Dayton & Riverside Cities,Montgomery County (Southeast)--Kettering & Centerville Cities,47,0.0003,0.0004
39,4604,3704,OH,Montgomery County (Southeast)--Kettering & Centerville Cities,Montgomery County (Southeast)--Kettering & Centerville Cities,131833,0.9953,0.9996
39,4604,3902,OH,Montgomery County (Southeast)--Kettering & Centerville Cities,Warren County (East)--Lebanon & Springboro (East) Cities,619,0.0047,0.005
39,4700,3600,OH,Greene County,Greene County,167912,1,0.9997
39,4800,4000,OH,Ross & Fayette Counties,"Highland, Clinton & Fayette Counties",28951,0.273,0.2533
39,4800,4100,OH,Ross & Fayette Counties,"Ross, Hocking & Vinton Counties",77093,0.727,0.6536
39,4900,4100,OH,"Jackson, Hocking, Pike & Vinton Counties","Ross, Hocking & Vinton Counties",40850,0.4061,0.3464
39,4900,4300,OH,"Jackson, Hocking, Pike & Vinton Counties","Lawrence, Jackson & Gallia Counties",32653,0.3246,0.2719
39,4900,4400,OH,"Jackson, Hocking, Pike & Vinton Counties","Scioto, Adams & Pike Counties",27088,0.2693,0.2107
39,5000,4200,OH,"Athens, Gallia & Meigs Counties","Athens, Washington & Meigs Counties",84641,0.7434,0.5861
39,5000,4300,OH,"Athens, Gallia & Meigs Counties","Lawrence, Jackson & Gallia Counties",29220,0.2566,0.2433
39,5100,4300,OH,Scioto & Lawrence Counties,"Lawrence, Jackson & Gallia Counties",58240,0.4404,0.4849
39,5100,4400,OH,Scioto & Lawrence Counties,"Scioto, Adams & Pike Counties",74008,0.5596,0.5756
39,5200,3902,OH,"Highland, Clinton & Adams Counties",Warren County (East)--Lebanon & Springboro (East) Cities,80,0.0007,0.0006
39,5200,4000,OH,"Highland, Clinton & Adams Counties","Highland, Clinton & Fayette Counties",84976,0.7551,0.7435
39,5200,4400,OH,"Highland, Clinton & Adams Counties","Scioto, Adams & Pike Counties",27477,0.2442,0.2137
39,5301,3902,OH,Warren County (East)--Lebanon & Springboro (East) Cities,Warren County (East)--Lebanon & Springboro (East) Cities,123969,0.9971,0.9944
39,5301,4000,OH,Warren County (East)--Lebanon & Springboro (East) Cities,"Highland, Clinton & Fayette Counties",359,0.0029,0.0031
39,5302,3901,OH,"Warren County (West)--Mason, Franklin & Springboro (West) Cities","Warren County (West)--Mason, Springboro (West) & Franklin Cities",117669,1,1
39,5401,3803,OH,Butler County (Southeast)--Monroe City & Beckett Ridge,Butler County (Southeast)--Monroe City & Beckett Ridge,124706,1,0.9998
39,5402,3802,OH,Butler County (South Central)--Hamilton & Fairfield Cities,Butler County (South Central)--Hamilton & Fairfield Cities,136815,0.9998,1
39,5402,3803,OH,Butler County (South Central)--Hamilton & Fairfield Cities,Butler County (Southeast)--Monroe City & Beckett Ridge,29,0.0002,0.0002
39,5403,3801,OH,"Butler County (North & West)--Middletown, Oxford & Trenton Cities","Butler County (North & West)--Middletown, Oxford & Trenton Cities",128807,1,1
39,5501,4704,OH,Hamilton County (West)--Mack & Dent,Hamilton County (West)--Mack & Dent,112997,0.9606,0.9886
39,5501,4705,OH,Hamilton County (West)--Mack & Dent,Cincinnati City (West),4630,0.0394,0.0407
39,5502,4703,OH,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown","Hamilton County (Central)--Forest Park, White Oak & Finneytown",146969,0.9836,0.9822
39,5502,4705,OH,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown",Cincinnati City (West),1214,0.0081,0.0107
39,5502,4706,OH,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown",Cincinnati City (Central),1230,0.0082,0.0097
39,5503,4703,OH,Cincinnati City (West),"Hamilton County (Central)--Forest Park, White Oak & Finneytown",2401,0.0215,0.016
39,5503,4704,OH,Cincinnati City (West),Hamilton County (West)--Mack & Dent,1302,0.0117,0.0114
39,5503,4705,OH,Cincinnati City (West),Cincinnati City (West),107847,0.9663,0.9486
39,5503,4706,OH,Cincinnati City (West),Cincinnati City (Central),56,0.0005,0.0004
39,5504,4702,OH,Cincinnati City (Central),"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",1642,0.0129,0.0151
39,5504,4703,OH,Cincinnati City (Central),"Hamilton County (Central)--Forest Park, White Oak & Finneytown",259,0.002,0.0017
39,5504,4706,OH,Cincinnati City (Central),Cincinnati City (Central),123643,0.9745,0.9764
39,5504,4707,OH,Cincinnati City (Central),Cincinnati (East) & Norwood Cities,1328,0.0105,0.012
39,5505,4701,OH,Cincinnati (East) & Norwood Cities,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville",1602,0.0149,0.015
39,5505,4702,OH,Cincinnati (East) & Norwood Cities,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",668,0.0062,0.0061
39,5505,4706,OH,Cincinnati (East) & Norwood Cities,Cincinnati City (Central),972,0.009,0.0077
39,5505,4707,OH,Cincinnati (East) & Norwood Cities,Cincinnati (East) & Norwood Cities,104533,0.9699,0.9469
39,5506,4701,OH,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities","Hamilton County (East)--Loveland, Montgomery Cities & Forestville",131,0.0012,0.0012
39,5506,4702,OH,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities","Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",106400,0.981,0.9767
39,5506,4706,OH,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",Cincinnati City (Central),730,0.0067,0.0058
39,5506,4707,OH,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",Cincinnati (East) & Norwood Cities,1199,0.0111,0.0109
39,5507,4701,OH,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville","Hamilton County (East)--Loveland, Montgomery Cities & Forestville",105327,0.9673,0.9838
39,5507,4702,OH,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville","Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",224,0.0021,0.0021
39,5507,4707,OH,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville",Cincinnati (East) & Norwood Cities,3335,0.0306,0.0302
39,5600,4501,OH,Clermont County (West),Clermont (East) & Brown Counties,35,0.0003,0.0003
39,5600,4602,OH,Clermont County (West),Clermont County (West),138575,0.9997,1
39,5700,4501,OH,Clermont (East) & Brown Counties,Clermont (East) & Brown Counties,113667,1,0.9997
40, ,20500,OK,40,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities",16,1,0.0001
40,100,20100,OK,Northeast Oklahoma,"Panhandle & NW Oklahoma Counties--Guymon, Woodward, Alva & Kingfisher Cities",2,0,0
40,100,20400,OK,Northeast Oklahoma,"Northeast Oklahoma Counties--Claremore, Nowata & Catoosa Cities",36850,0.2294,0.3526
40,100,20500,OK,Northeast Oklahoma,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities",123432,0.7683,0.9967
40,100,20600,OK,Northeast Oklahoma,"East Oklahoma Counties--Tahleqhah, Ft. Gibson, Sallisaw & Stilwell Cities",103,0.0006,0.001
40,100,20700,OK,Northeast Oklahoma,"East Oklahoma Counties--Muskogee, Wagoner & Coweta Cities",264,0.0016,0.0018
40,200,20500,OK,"Cherokee, Sequoyah & Adair Counties","Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities",177,0.0017,0.0014
40,200,20600,OK,"Cherokee, Sequoyah & Adair Counties","East Oklahoma Counties--Tahleqhah, Ft. Gibson, Sallisaw & Stilwell Cities",105751,0.9979,0.999
40,200,20700,OK,"Cherokee, Sequoyah & Adair Counties","East Oklahoma Counties--Muskogee, Wagoner & Coweta Cities",45,0.0004,0.0003
40,300,21000,OK,Southeast Oklahoma,"East Central Oklahoma Counties--McAlester, Seminole, Holdenville & Eufaula Cities",43773,0.2594,0.3945
40,300,22000,OK,Southeast Oklahoma,"Southeast Oklahoma Counties--Durant, Ada, Atoka & Tishomingo Cities",25,0.0001,0.0002
40,300,22100,OK,Southeast Oklahoma,"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities",124952,0.7405,0.9999
40,400,20100,OK,Southwest Oklahoma,"Panhandle & NW Oklahoma Counties--Guymon, Woodward, Alva & Kingfisher Cities",3443,0.0323,0.0313
40,400,21600,OK,Southwest Oklahoma,"Southwest Oklahoma Counties--Altus, Weatherford, Elk City, Clinton & Anadarko Cities PUM",103114,0.9677,0.7525
40,500,20100,OK,Panhandle & Northwest Oklahoma,"Panhandle & NW Oklahoma Counties--Guymon, Woodward, Alva & Kingfisher Cities",106615,0.962,0.9677
40,500,20200,OK,Panhandle & Northwest Oklahoma,"North Central Oklahoma Counties--Enid, Ponca City, Blackwell & Perry Cities",4169,0.0376,0.0343
40,500,21500,OK,Panhandle & Northwest Oklahoma,"Canadian County--Yukon, Mustang, El Reno, West Oklahoma City & Piedmont Cities",3,0,0
40,500,21600,OK,Panhandle & Northwest Oklahoma,"Southwest Oklahoma Counties--Altus, Weatherford, Elk City, Clinton & Anadarko Cities PUM",43,0.0004,0.0003
40,601,21700,OK,Comanche County (Central)--Lawton City,"Southwest Oklahoma Counties--Lawton, Elgin, Cache & Walters Cities",100736,1,0.7954
40,602,20100,OK,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties","Panhandle & NW Oklahoma Counties--Guymon, Woodward, Alva & Kingfisher Cities",73,0.0007,0.0007
40,602,21500,OK,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties","Canadian County--Yukon, Mustang, El Reno, West Oklahoma City & Piedmont Cities",80,0.0007,0.0005
40,602,21600,OK,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties","Southwest Oklahoma Counties--Altus, Weatherford, Elk City, Clinton & Anadarko Cities PUM",33873,0.313,0.2472
40,602,21700,OK,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties","Southwest Oklahoma Counties--Lawton, Elgin, Cache & Walters Cities",25916,0.2395,0.2046
40,602,21800,OK,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties","South Central Oklahoma Counties--Chickasha, Newcastle, Blanchard & Purcell Cities",69,0.0006,0.0006
40,602,21900,OK,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties","South Central Oklahoma Counties--Ardmore, Duncan, Sulphur & Madill Cities",48220,0.4455,0.401
40,701,21800,OK,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties","South Central Oklahoma Counties--Chickasha, Newcastle, Blanchard & Purcell Cities",25687,0.2453,0.2104
40,701,21900,OK,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties","South Central Oklahoma Counties--Ardmore, Duncan, Sulphur & Madill Cities",72017,0.6878,0.599
40,701,22000,OK,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties","Southeast Oklahoma Counties--Durant, Ada, Atoka & Tishomingo Cities",7006,0.0669,0.0543
40,702,21000,OK,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City","East Central Oklahoma Counties--McAlester, Seminole, Holdenville & Eufaula Cities",10,0.0001,0.0001
40,702,21900,OK,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City","South Central Oklahoma Counties--Ardmore, Duncan, Sulphur & Madill Cities",1,0,0
40,702,22000,OK,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City","Southeast Oklahoma Counties--Durant, Ada, Atoka & Tishomingo Cities",122087,0.9998,0.9455
40,702,22100,OK,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City","Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities",12,0.0001,0.0001
40,800,20100,OK,Canadian County--Oklahoma City (West),"Panhandle & NW Oklahoma Counties--Guymon, Woodward, Alva & Kingfisher Cities",37,0.0002,0.0003
40,800,21405,OK,Canadian County--Oklahoma City (West),Oklahoma County (Southwest)--West Central Oklahoma City,50,0.0003,0.0004
40,800,21500,OK,Canadian County--Oklahoma City (West),"Canadian County--Yukon, Mustang, El Reno, West Oklahoma City & Piedmont Cities",154322,0.9994,0.9995
40,900,21200,OK,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities","East Central Oklahoma Counties--Shawnee, Stroud, Chandler & Tecumseh Cities",29,0.0001,0.0003
40,900,21301,OK,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities",North Cleveland County--South Oklahoma City & Moore Cities,143744,0.4863,1
40,900,21302,OK,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities",South Cleveland County--Norman & Noble Cities,151784,0.5135,1
40,900,21406,OK,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities",Oklahoma County (Southeast)--East Central Oklahoma City,32,0.0001,0.0003
40,1001,21405,OK,Oklahoma County (Southwest)--Oklahoma City (West Central),Oklahoma County (Southwest)--West Central Oklahoma City,112862,0.9999,0.9996
40,1001,21406,OK,Oklahoma County (Southwest)--Oklahoma City (West Central),Oklahoma County (Southeast)--East Central Oklahoma City,6,0.0001,0
40,1002,21401,OK,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities,"Oklahoma County (Northwest)--NW Oklahoma City, Bethany & Warr Acres Cities",170164,1,1
40,1003,21402,OK,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities,Oklahoma County (Northeast)--Edmond & North Oklahoma City,160932,0.9961,0.9979
40,1003,21404,OK,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities,"Oklahoma County (Central)--Oklahoma City, The Village & Nichols Hills Cities",632,0.0039,0.0057
40,1004,21403,OK,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities","Oklahoma County (East)--Midwest City, Del City, East Oklahoma City & Choctaw Cities",120130,1,0.9987
